_id,plot,genres,runtime,cast,num_mflix_comments,poster,title,fullplot,languages,released,directors,writers,lastupdated,year,countries,type,plot_embedding,awards.wins,awards.nominations,awards.text,imdb.rating,imdb.votes,imdb.id,rated,metacritic
573a1392f29313caabcdacf0,Three earthlings visit the planet Mongo to thwart the evil schemes of Emperor Ming the Merciless.,"['Action', 'Adventure', 'Sci-Fi']",245.0,"['Buster Crabbe', 'Jean Rogers', 'Charles Middleton', 'Priscilla Lawson']",0,https://m.media-amazon.com/images/M/MV5BMjA5NDczNjM5Nl5BMl5BanBnXkFtZTgwNzMxMDM1MjE@._V1_SY1000_SX677_AL_.jpg,Flash Gordon,"A rogue planet is 'rushing madly toward the earth.' Impending doom creates worldwide pandemonium. But maverick scientist Dr. Zarkov hopes to stay disaster by travelling to the new planet in his experimental rocket. Two chance-met strangers, athletic Flash Gordon and damsel in distress Dale Arden, go with him. Arrived, the trio find Mongo to be a planet of wonders, warring factions, and deadly perils, its orbit controlled by Emperor Ming who has his own sinister plans for earth. Can our heroes, armed only with science and sex appeal, stop him?",['English'],1936-04-06,"['Frederick Stephani', 'Ray Taylor']","['Alex Raymond (based on the comic strip by)', ""Ella O'Neill (screenplay)"", 'Frederick Stephani (screenplay)', 'George H. Plympton (screenplay)', 'Basil Dickey (screenplay)']",2015-09-14 12:56:01.370000000,1936,['USA'],movie,0.0,1,0,1 win.,7.3,1507.0,27623,APPROVED,0.0
573a1392f29313caabcdb258,A Polynesian sailor -- unjustly imprisoned after defending himself against a colonial bully -- is relentlessly persecuted by his island's martinet French governor.,"['Action', 'Drama', 'Romance']",110.0,"['Dorothy Lamour', 'Jon Hall', 'Mary Astor', 'C. Aubrey Smith']",0,https://m.media-amazon.com/images/M/MV5BOWU3Y2ExNjUtM2MyNi00MDdiLTk5ZWYtOWJkZWZlN2M2MmY2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SY1000_SX677_AL_.jpg,The Hurricane,"In the Island of Manukura, a French colony in the South Seas, the joyful Terangi is a leader among the natives and the first mate of the Katopua, the tall ship of Captain Nagle. Terangi gets married with Marama and sooner he sails to Tahiti. While in a bar playing with other natives, Terangi is offended by an alcoholic racist French and he hits his face, breaking his jaw. Despite the testimony of Captain Nagle, Terangi is sentenced to six months of forced labor since the victim had political connections with the Powers That Be. Captain Nagle asks the Governor Eugene DeLaage to uses his influence to help Terangi, but the governor refuses. Terangi unsuccessfully tries to escape from the prison, and each attempt increases his sentence. Eight years later, he finally escapes and his jailbreak is celebrated in Manukura. Father Paul finds his canoe and brings Terangi to the island. But a devastating hurricane also arrives in the island threatening the dwellers.",['English'],1938-02-13,"['John Ford', 'Stuart Heisler']","['Dudley Nichols (screen play)', 'Oliver H.P. Garrett (adaptation)', 'Charles Nordhoff (from the novel by)', 'James Norman Hall (from the novel by)']",2015-09-17 04:42:12.493000000,1937,['USA'],movie,0.0,0,3,Won 1 Oscar. Another 2 nominations.,7.3,1650.0,29030,PASSED,0.0
573a1392f29313caabcdb27d,"The O'Leary brothers -- honest Jack and roguish Dion -- become powerful figures, and eventually rivals, in Chicago on the eve of its Great Fire.","['Action', 'Drama', 'Musical']",95.0,"['Tyrone Power', 'Alice Faye', 'Don Ameche', 'Alice Brady']",0,https://m.media-amazon.com/images/M/MV5BZjMyMTU4M2YtZWVmOS00MmYwLTljYWItN2UwMjFjNTBmZmYzXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SY1000_SX677_AL_.jpg,In Old Chicago,"Story of the great fire of 1871. Fictional story of two sons of Mrs. O'Leary (the owner of the cow which started the fire), one a rogue (Power) the other a lawyer (Ameche). One of the most expensive films of its time ($1.8 million).",['English'],1938-04-15,['Henry King'],"['Lamar Trotti (screen play)', 'Sonya Levien (screen play)', 'Niven Busch (based on a story by)']",2015-08-10 01:01:59.283000000,1937,['USA'],movie,0.0,0,6,Won 2 Oscars. Another 4 nominations.,6.9,1422.0,29047,APPROVED,0.0
573a1392f29313caabcdb585,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.","['Action', 'Adventure', 'Romance']",102.0,"['Errol Flynn', 'Olivia de Havilland', 'Basil Rathbone', 'Claude Rains']",1,https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SY1000_SX677_AL_.jpg,The Adventures of Robin Hood,"Sir Robin of Locksley, defender of downtrodden Saxons, runs afoul of Norman authority and is forced to turn outlaw. With his band of Merry Men, he robs from the rich, gives to the poor and still has time to woo the lovely Maid Marian, and foil the cruel Sir Guy of Gisbourne, and keep the nefarious Prince John off the throne.",['English'],1938-05-14,"['Michael Curtiz', 'William Keighley']","['Norman Reilly Raine (original screenplay: based upon ancient Robin Hood legends)', 'Seton I. Miller (original screenplay: based upon ancient Robin Hood legends)']",2015-08-14 00:11:51.833000000,1938,['USA'],movie,0.0,5,2,Won 3 Oscars. Another 2 wins & 2 nominations.,8.0,36789.0,29843,PG,97.0
573a1393f29313caabcdc0f7,A young aristocrat must masquerade as a fop in order to maintain his secret identity of Zorro as he restores justice to early California.,"['Action', 'Adventure', 'Romance']",94.0,"['Tyrone Power', 'Linda Darnell', 'Basil Rathbone', 'Gale Sondergaard']",0,https://m.media-amazon.com/images/M/MV5BMTU2ODc0NzUyMl5BMl5BanBnXkFtZTgwODQ3NTA1MjE@._V1_SY1000_SX677_AL_.jpg,The Mark of Zorro,"Around 1820 the son of a California nobleman comes home from Spain to find his native land under a villainous dictatorship. On the one hand he plays the useless fop, while on the other he is the masked avenger Zorro.","['English', 'Spanish']",1940-11-08,['Rouben Mamoulian'],"['John Taintor Foote (screenplay)', 'Garrett Fort (adaptation)', 'Bess Meredyth (adaptation)', 'Johnston McCulley (story)']",2015-09-04 00:07:34.773000000,1940,['USA'],movie,0.0,2,0,Nominated for 1 Oscar. Another 1 win.,7.6,7260.0,32762,APPROVED,0.0
573a1393f29313caabcdc150,"Texas Ranger Dusty Rivers (""Isn't that a contradiction in terms?"", another character asks him) travels to Canada in the 1880s in search of Jacques Corbeau, who is wanted for murder. He ...","['Action', 'Adventure', 'Drama']",126.0,"['Gary Cooper', 'Madeleine Carroll', 'Paulette Goddard', 'Preston Foster']",0,https://m.media-amazon.com/images/M/MV5BZTkzNjI1NTEtMTgyYS00YmY0LWI4ZjItM2E4Y2QwZmRjN2I2XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SY1000_SX677_AL_.jpg,North West Mounted Police,"Texas Ranger Dusty Rivers (""Isn't that a contradiction in terms?"", another character asks him) travels to Canada in the 1880s in search of Jacques Corbeau, who is wanted for murder. He wanders into the midst of the Riel Rebellion, in which Mètis (people of French and Native heritage) and Natives want a separate nation. Dusty falls for nurse April Logan, who is also loved by Mountie Jim Brett. April's brother is involved with Courbeau's daughter Louvette, which leads to trouble during the battles between the rebels and the Mounties. Through it all Dusty is determined to bring Corbeau back to Texas (and April, too, if he can manage it.)",['English'],1940-10-22,['Cecil B. DeMille'],"['Alan Le May (original screen play)', 'Jesse Lasky Jr. (original screen play)', 'C. Gardner Sullivan (original screen play)']",2015-08-24 00:44:24.947000000,1940,['USA'],movie,0.0,0,5,Won 1 Oscar. Another 4 nominations.,6.7,992.0,32850,PASSED,0.0
573a1393f29313caabcdc77e,Rick Leland makes no secret of the fact he has no loyalty to his home country after he is court-marshaled out of the army and boards a Japanese ship for the Orient in late 1941. But has ...,"['Action', 'Adventure', 'Drama']",97.0,"['Humphrey Bogart', 'Mary Astor', 'Sydney Greenstreet', 'Charles Halton']",0,https://m.media-amazon.com/images/M/MV5BYWYwZDQ5ZmItOGIyYy00NTc0LTg2N2YtZDE5YmE2NzY3YzIxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjQzNDI3NzY@._V1_SY1000_SX677_AL_.jpg,Across the Pacific,"Rick Leland makes no secret of the fact he has no loyalty to his home country after he is court-marshaled out of the army and boards a Japanese ship for the Orient in late 1941. But has Leland really been booted out, or is there some other motive for his getting close to fellow passenger Doctor Lorenz? Any motive for getting close to attractive traveller Alberta Marlow would however seem pretty obvious.","['English', 'Japanese']",1942-09-05,"['John Huston', 'Vincent Sherman']","['Richard Macaulay (screenplay)', 'Robert Carson (serial ""Aloha Means Goodbye"")']",2015-08-23 00:05:01.140000000,1942,['USA'],movie,0.0,1,0,1 win.,6.9,2892.0,34428,APPROVED,0.0
573a1393f29313caabcdc7c9,An ex-pirate contends with rowdy buccaneers and a love-hate relationship with an aristocratic woman who's tougher than she seems.,"['Action', 'Adventure', 'Drama']",87.0,"['Tyrone Power', ""Maureen O'Hara"", 'Laird Cregar', 'Thomas Mitchell']",1,https://m.media-amazon.com/images/M/MV5BMTQ1ODM0NTM2NF5BMl5BanBnXkFtZTgwMTI0MjczMjE@._V1_SY1000_SX677_AL_.jpg,The Black Swan,"When notorious pirate Henry Morgan is made governor of Jamaica, he enlists the help of some of his former partners in ridding the Carribean of Buccaneers. When one of them apparently abducts the previous governor's pretty daughter and joins up with the rebels, things are set for a fight.","['English', 'Spanish']",1942-12-04,['Henry King'],"['Ben Hecht (screenplay)', 'Seton I. Miller (screenplay)', 'Seton I. Miller (adaptation)', 'Rafael Sabatini (novel)']",2015-08-23 01:11:57.787000000,1942,['USA'],movie,0.0,0,3,Won 1 Oscar. Another 2 nominations.,7.0,2779.0,34522,APPROVED,0.0
573a1393f29313caabcdc953,A boy raised by wolves tries to adapt to human village life.,"['Action', 'Adventure', 'Family']",108.0,"['Sabu', 'Joseph Calleia', 'John Qualen', 'Frank Puglia']",0,https://m.media-amazon.com/images/M/MV5BZDhhNGU3ZmYtNjlkMy00Njc1LTgyZWUtYTlmOWVjODE0NGU0L2ltYWdlXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SY1000_SX677_AL_.jpg,Jungle Book,"Teenaged Mowgli, who was raised by wolves, appears in a village in India and is adopted by Messua. Mowgli learns human language and some human ways quickly, though keeping jungle ideas. Influential Merchant Buldeo is bigoted against 'beasts' including Mowgli; not so Buldeo's pretty daughter, whom Mowgli takes on a jungle tour where they find a treasure, setting the evil of human greed in motion.",['English'],1942-04-03,['Zoltan Korda'],['Laurence Stallings (adaptation)'],2015-09-16 13:01:15.623000000,1942,"['USA', 'UK']",movie,0.0,5,0,Nominated for 4 Oscars. Another 1 win.,6.8,2569.0,34928,APPROVED,0.0
573a1393f29313caabcdca3f,"When Nazi anti-aircraft fire damages a British bomber, its crew bails out and seeks help from the Dutch underground.","['Action', 'Drama', 'War']",82.0,"['Godfrey Tearle', 'Eric Portman', 'Hugh Williams', 'Bernard Miles']",0,https://m.media-amazon.com/images/M/MV5BMTY2MzZmOWMtNjNhOS00MjMzLTg4MDgtMjFhOWYzZGY5ZTAxXkEyXkFqcGdeQXVyMjI4MjA5MzA@._V1_SY1000_SX677_AL_.jpg,One of Our Aircraft Is Missing,"During the Allied Bombing offensive of World War II the public was often informed that ""A raid took place last night over ..., One (or often more) of Our Aircraft Is Missing"". Behind these sombre words hid tales of death, destruction and derring-do. This is the story of one such bomber crew who were shot down and the brave Dutch patriots who helped them home.","['English', 'Dutch', 'German', 'Latin', 'French']",1942-06-27,"['Michael Powell', 'Emeric Pressburger']","['Emeric Pressburger (by)', 'Michael Powell (written by: for The Archers)', 'Emeric Pressburger (written by: for The Archers)']",2015-08-12 00:13:37.500000000,1942,['UK'],movie,0.0,3,0,Nominated for 2 Oscars. Another 1 win.,7.1,1247.0,35153,,0.0
573a1393f29313caabcdcbc9,"December, 1941. With no hope of relief or re-supply, a small band of United States Marines try to keep the Japanese Navy from capturing their island base.","['Action', 'Drama', 'War']",87.0,"['Brian Donlevy', 'Macdonald Carey', 'Robert Preston', 'William Bendix']",0,https://m.media-amazon.com/images/M/MV5BMTQxZGJlMDYtN2M3Yy00Njc1LTg2ZmItNDhiMzg2ODY2MGM5XkEyXkFqcGdeQXVyMDMxMjQwMw@@._V1_SY1000_SX677_AL_.jpg,Wake Island,"In November 1941, Major Caton takes command of the small Marine garrison on Wake Island. His tendency toward spit and polish upsets the men's tropical lassitude, but Pearl Harbor changes everything. Soon the island is attacked and the Marines pull together day by day; but how long can they hold out?","['English', 'Japanese']",1942-08-11,['John Farrow'],"['W.R. Burnett (screenplay)', 'Frank Butler (screenplay)']",2015-08-18 00:08:42.983000000,1942,['USA'],movie,0.0,8,0,Nominated for 4 Oscars. Another 4 wins.,7.0,1263.0,35530,APPROVED,0.0
573a1393f29313caabcdcc03,The crew of an Air Force bomber arrives in Pearl Harbor in the aftermath of the Japanese attack and is sent on to Manila to help with the defense of the Philippines.,"['Action', 'Drama', 'History']",124.0,"['John Ridgely', 'Gig Young', 'Arthur Kennedy', 'Charles Drake']",0,https://m.media-amazon.com/images/M/MV5BMjU0MDY5OWEtNmMzNC00ZTJmLWIxNmMtM2U3NWNmNTY5ODA5XkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_SY1000_SX677_AL_.jpg,Air Force,"On December 6, 1941 nine B-17 bomber set off on a flight from San Francisco to Hawaii. One of the bombers, the Mary Ann, is commanded by 'Irish' Quincannon. The bombardier, Tommy McMartin, has a sister living in Hawaii and the co-pilot, Bill Williams, is sweet on her. The men are all highly professional with the exception of aerial gunner Joe Winocki, a bitter man who has every intention of leaving the army air corps. They arrive at Hickam Field on the morning of December 7, just as the Japanese are attacking Pearl Harbor and other military facilities. All of the men prepare to face the enemy, including Winocki whose attitude changes quickly. The bomber and its crew will participate in many missions but not all will survive.","['English', 'Japanese']",1943-03-20,['Howard Hawks'],['Dudley Nichols (original screenplay)'],2015-09-17 04:37:58.383000000,1943,['USA'],movie,0.0,2,3,Won 1 Oscar. Another 1 win & 3 nominations.,7.1,2040.0,35616,APPROVED,0.0
573a1393f29313caabcddc55,"When Prince John and the Norman Lords begin oppressing the Saxon masses in King Richard's absence, a Saxon lord fights back as the outlaw leader of a rebel guerrilla army.","['Action', 'Adventure', 'Romance']",102.0,"['Errol Flynn', 'Olivia de Havilland', 'Basil Rathbone', 'Claude Rains']",1,https://m.media-amazon.com/images/M/MV5BYjZjOTU3MTMtYTM5YS00YjZmLThmNmMtODcwOTM1NmRiMWM2XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SY1000_SX677_AL_.jpg,The Adventures of Robin Hood,"Sir Robin of Locksley, defender of downtrodden Saxons, runs afoul of Norman authority and is forced to turn outlaw. With his band of Merry Men, he robs from the rich, gives to the poor and still has time to woo the lovely Maid Marian, and foil the cruel Sir Guy of Gisbourne, and keep the nefarious Prince John off the throne.",['English'],1938-05-14,"['Michael Curtiz', 'William Keighley']","['Norman Reilly Raine (original screenplay: based upon ancient Robin Hood legends)', 'Seton I. Miller (original screenplay: based upon ancient Robin Hood legends)']",2015-09-07 08:33:44.247000000,1938,['USA'],movie,0.0,5,2,Won 3 Oscars. Another 2 wins & 2 nominations.,8.0,36916.0,29843,PG,97.0
